deputyid,distrito,partido,pacto,tendencia,nombre,year,region
985,7,UDI,CHILE VAMOS,1,SERGIO ALFREDO GAHONA SALAZAR,2016,4
1001,7,PS,NUEVA MAYORIA,0,RAUL FERNANDO SALDIVAR AUGER,2016,4
1001,7,PS,NUEVA MAYORIA,0,RAUL FERNANDO SALDIVAR AUGER,2017,4
985,7,UDI,CHILE VAMOS,1,SERGIO ALFREDO GAHONA SALAZAR,2017,4
940,7,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2018,5
1015,7,RD,FRENTE AMPLIO,0,JORGE BRITO HASBUN,2018,5
1068,7,IGUALDAD,IGUALDAD,0,CAMILA ROJAS VALDERRAMA,2018,5
1021,7,RN,CHILE VAMOS,1,ANDRES CELIS MONTT,2018,5
827,7,PS,NUEVA MAYORIA,0,MARCELO DIAZ DIAZ,2018,5
848,7,PPD,NUEVA MAYORIA,0,RODRIGO GONZALEZ TORRES,2018,5
1005,7,UDI,CHILE VAMOS,1,OSVALDO URRUTIA SOTO,2018,5
957,7,PDC,PDC,0,VICTOR MARCELO TORRES JELDES,2018,5
1015,7,RD,FRENTE AMPLIO,0,JORGE BRITO HASBUN,2019,5
848,7,PPD,NUEVA MAYORIA,0,RODRIGO GONZALEZ TORRES,2019,5
827,7,PS,NUEVA MAYORIA,0,MARCELO DIAZ DIAZ,2019,5
957,7,PDC,PDC,0,VICTOR MARCELO TORRES JELDES,2019,5
1068,7,IGUALDAD,IGUALDAD,0,CAMILA ROJAS VALDERRAMA,2019,5
1021,7,RN,CHILE VAMOS,1,ANDRES CELIS MONTT,2019,5
1005,7,UDI,CHILE VAMOS,1,OSVALDO URRUTIA SOTO,2019,5
940,7,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2019,5
957,7,PDC,PDC,0,VICTOR MARCELO TORRES JELDES,2020,5
827,7,PS,NUEVA MAYORIA,0,MARCELO DIAZ DIAZ,2020,5
1068,7,IGUALDAD,IGUALDAD,0,CAMILA ROJAS VALDERRAMA,2020,5
1021,7,RN,CHILE VAMOS,1,ANDRES CELIS MONTT,2020,5
940,7,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2020,5
848,7,PPD,NUEVA MAYORIA,0,RODRIGO GONZALEZ TORRES,2020,5
1005,7,UDI,CHILE VAMOS,1,OSVALDO URRUTIA SOTO,2020,5
1015,7,RD,FRENTE AMPLIO,0,JORGE BRITO HASBUN,2020,5
957,7,PDC,PDC,0,VICTOR MARCELO TORRES JELDES,2021,5
848,7,PPD,NUEVA MAYORIA,0,RODRIGO GONZALEZ TORRES,2021,5
1068,7,IGUALDAD,IGUALDAD,0,CAMILA ROJAS VALDERRAMA,2021,5
1005,7,UDI,CHILE VAMOS,1,OSVALDO URRUTIA SOTO,2021,5
1021,7,RN,CHILE VAMOS,1,ANDRES CELIS MONTT,2021,5
940,7,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2021,5
827,7,PS,NUEVA MAYORIA,0,MARCELO DIAZ DIAZ,2021,5
1015,7,RD,FRENTE AMPLIO,0,JORGE BRITO HASBUN,2021,5
1170,7,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Luis Sánchez Ossa,2022,5
1015,7,RD,FRENTE AMPLIO,0,Jorge Brito Hasbún,2022,5
1124,7,IND,NUEVA MAYORIA,0,Tomás De Rementería Venegas,2022,5
1021,7,RN,CHILE VAMOS,1,Andrés Celis Montt,2022,5
1122,7,PC,FRENTE AMPLIO,0,Luis Alberto Cuello Peña y Lillo,2022,5
1068,7,COMUNES,FRENTE AMPLIO,0,Camila Rojas Valderrama,2022,5
1137,7,IND,SIN PACTO,0,Tomás Lagomarsino Guzmán,2022,5
1176,7,IND,CHILE VAMOS,1,Hotuiti Teao Drago,2022,5
1170,7,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Luis Sánchez Ossa,2023,5
1176,7,IND,CHILE VAMOS,1,Hotuiti Teao Drago,2023,5
1122,7,PC,FRENTE AMPLIO,0,Luis Alberto Cuello Peña y Lillo,2023,5
1137,7,IND,SIN PACTO,0,Tomás Lagomarsino Guzmán,2023,5
1021,7,RN,CHILE VAMOS,1,Andrés Celis Montt,2023,5
1068,7,COMUNES,FRENTE AMPLIO,0,Camila Rojas Valderrama,2023,5
1124,7,IND,NUEVA MAYORIA,0,Tomás De Rementería Venegas,2023,5
1015,7,RD,FRENTE AMPLIO,0,Jorge Brito Hasbún,2023,5
1137,7,IND,SIN PACTO,0,Tomás Lagomarsino Guzmán,2024,5
1170,7,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Luis Sánchez Ossa,2024,5
1068,7,COMUNES,FRENTE AMPLIO,0,Camila Rojas Valderrama,2024,5
1122,7,PC,FRENTE AMPLIO,0,Luis Alberto Cuello Peña y Lillo,2024,5
1021,7,RN,CHILE VAMOS,1,Andrés Celis Montt,2024,5
1124,7,IND,NUEVA MAYORIA,0,Tomás De Rementería Venegas,2024,5
1015,7,RD,FRENTE AMPLIO,0,Jorge Brito Hasbún,2024,5
1176,7,IND,CHILE VAMOS,1,Hotuiti Teao Drago,2024,5
993,8,PC,NUEVA MAYORIA,0,DANIEL IGNACIO NUÑEZ ARANCIBIA,2014,4
963,8,PDC,NUEVA MAYORIA,0,MATIAS VICENTE WALKER PRIETO,2014,4
963,8,PDC,NUEVA MAYORIA,0,MATIAS VICENTE WALKER PRIETO,2015,4
993,8,PC,NUEVA MAYORIA,0,DANIEL IGNACIO NUÑEZ ARANCIBIA,2015,4
993,8,PC,NUEVA MAYORIA,0,DANIEL IGNACIO NUÑEZ ARANCIBIA,2016,4
963,8,PDC,NUEVA MAYORIA,0,MATIAS VICENTE WALKER PRIETO,2016,4
963,8,PDC,NUEVA MAYORIA,0,MATIAS VICENTE WALKER PRIETO,2017,4
993,8,PC,NUEVA MAYORIA,0,DANIEL IGNACIO NUÑEZ ARANCIBIA,2017,4
1085,8,RD,FRENTE AMPLIO,0,PABLO VIDAL ROJAS,2018,13
925,8,PRSD,NUEVA MAYORIA,0,PEPE AUTH STEWART,2018,13
989,8,UDI,CHILE VAMOS,1,JOAQUIN LAVIN LEON,2018,13
1051,8,PODER,PODER,0,CLAUDIA NATHALIE MIX JIMENEZ,2018,13
898,8,PDC,PDC,0,GABRIEL SILBER ROMO,2018,13
1026,8,RN,CHILE VAMOS,1,MARIO DESBORDES JIMENEZ,2018,13
1035,8,PC,NUEVA MAYORIA,0,CARMEN HERTZ CADIZ,2018,13
865,8,UDI,CHILE VAMOS,1,PATRICIO MELERO ABAROA,2018,13
1051,8,PODER,PODER,0,CLAUDIA NATHALIE MIX JIMENEZ,2019,13
898,8,PDC,PDC,0,GABRIEL SILBER ROMO,2019,13
1026,8,RN,CHILE VAMOS,1,MARIO DESBORDES JIMENEZ,2019,13
1085,8,RD,FRENTE AMPLIO,0,PABLO VIDAL ROJAS,2019,13
989,8,UDI,CHILE VAMOS,1,JOAQUIN LAVIN LEON,2019,13
865,8,UDI,CHILE VAMOS,1,PATRICIO MELERO ABAROA,2019,13
925,8,PRSD,NUEVA MAYORIA,0,PEPE AUTH STEWART,2019,13
1035,8,PC,NUEVA MAYORIA,0,CARMEN HERTZ CADIZ,2019,13
865,8,UDI,CHILE VAMOS,1,PATRICIO MELERO ABAROA,2020,13
1085,8,RD,FRENTE AMPLIO,0,PABLO VIDAL ROJAS,2020,13
1035,8,PC,NUEVA MAYORIA,0,CARMEN HERTZ CADIZ,2020,13
1051,8,PODER,PODER,0,CLAUDIA NATHALIE MIX JIMENEZ,2020,13
898,8,PDC,PDC,0,GABRIEL SILBER ROMO,2020,13
989,8,UDI,CHILE VAMOS,1,JOAQUIN LAVIN LEON,2020,13
1026,8,RN,CHILE VAMOS,1,MARIO DESBORDES JIMENEZ,2020,13
925,8,PRSD,NUEVA MAYORIA,0,PEPE AUTH STEWART,2020,13
1035,8,PC,NUEVA MAYORIA,0,CARMEN HERTZ CADIZ,2021,13
1026,8,RN,CHILE VAMOS,1,MARIO DESBORDES JIMENEZ,2021,13
925,8,PRSD,NUEVA MAYORIA,0,PEPE AUTH STEWART,2021,13
898,8,PDC,PDC,0,GABRIEL SILBER ROMO,2021,13
989,8,UDI,CHILE VAMOS,1,JOAQUIN LAVIN LEON,2021,13
865,8,UDI,CHILE VAMOS,1,PATRICIO MELERO ABAROA,2021,13
1085,8,RD,FRENTE AMPLIO,0,PABLO VIDAL ROJAS,2021,13
1051,8,PODER,PODER,0,CLAUDIA NATHALIE MIX JIMENEZ,2021,13
1035,8,PC,FRENTE AMPLIO,0,Carmen Hertz Cádiz,2022,13
1155,8,IND,SIN PACTO,777,Rubén Darío Oyarzo Figueroa,2022,13
1125,8,IND,SIN PACTO,0,Viviana Delgado Riquelme,2022,13
989,8,UDI,CHILE VAMOS,1,Joaquín Lavín León,2022,13
1094,8,UDI,CHILE VAMOS,1,Cristian Labbé Martínez,2022,13
1165,8,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Agustín Romero Leiva,2022,13
1179,8,PDC,PDC,0,Alberto Undurraga Vicuña,2022,13
1051,8,COMUNES,FRENTE AMPLIO,0,Claudia Mix Jiménez,2022,13
1155,8,IND,SIN PACTO,777,Rubén Darío Oyarzo Figueroa,2023,13
1094,8,UDI,CHILE VAMOS,1,Cristian Labbé Martínez,2023,13
989,8,UDI,CHILE VAMOS,1,Joaquín Lavín León,2023,13
1125,8,IND,SIN PACTO,0,Viviana Delgado Riquelme,2023,13
1035,8,PC,FRENTE AMPLIO,0,Carmen Hertz Cádiz,2023,13
1051,8,COMUNES,FRENTE AMPLIO,0,Claudia Mix Jiménez,2023,13
1179,8,PDC,PDC,0,Alberto Undurraga Vicuña,2023,13
1165,8,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Agustín Romero Leiva,2023,13
989,8,UDI,CHILE VAMOS,1,Joaquín Lavín León,2024,13
1051,8,COMUNES,FRENTE AMPLIO,0,Claudia Mix Jiménez,2024,13
1155,8,IND,SIN PACTO,777,Rubén Darío Oyarzo Figueroa,2024,13
1035,8,PC,FRENTE AMPLIO,0,Carmen Hertz Cádiz,2024,13
1179,8,PDC,PDC,0,Alberto Undurraga Vicuña,2024,13
1094,8,UDI,CHILE VAMOS,1,Cristian Labbé Martínez,2024,13
1165,8,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Agustín Romero Leiva,2024,13
1125,8,IND,SIN PACTO,0,Viviana Delgado Riquelme,2024,13
852,9,PPD,NUEVA MAYORIA,0,JORGE ENRIQUE INSUNZA GREGORIO DE LAS HERAS,2014,4
941,9,PS,NUEVA MAYORIA,0,LUIS SEGUNDO LEMUS ARACENA,2014,4
941,9,PS,NUEVA MAYORIA,0,LUIS SEGUNDO LEMUS ARACENA,2015,4
852,9,PPD,NUEVA MAYORIA,0,JORGE ENRIQUE INSUNZA GREGORIO DE LAS HERAS,2015,4
941,9,PS,NUEVA MAYORIA,0,LUIS SEGUNDO LEMUS ARACENA,2016,4
852,9,PPD,NUEVA MAYORIA,0,JORGE ENRIQUE INSUNZA GREGORIO DE LAS HERAS,2016,4
852,9,PPD,NUEVA MAYORIA,0,JORGE ENRIQUE INSUNZA GREGORIO DE LAS HERAS,2017,4
941,9,PS,NUEVA MAYORIA,0,LUIS SEGUNDO LEMUS ARACENA,2017,4
1027,9,RN,CHILE VAMOS,1,JORGE DURAN ESPINOZA,2018,13
973,9,PC,NUEVA MAYORIA,0,KAROL CARIOLA OLIVA,2018,13
1042,9,EVOPOLI,CHILE VAMOS,1,SEBASTIAN KEITEL BIANCHI,2018,13
1012,9,PC,NUEVA MAYORIA,0,BORIS ANTHONY BARRERA MORENO,2018,13
1058,9,RD,FRENTE AMPLIO,0,MAITE ORSINI PASCAL,2018,13
1057,9,RN,CHILE VAMOS,1,ERIKA OLIVERA DE LA FUENTE,2018,13
936,9,PPD,NUEVA MAYORIA,0,CRISTINA GIRARDI LAVIN,2018,13
973,9,PC,NUEVA MAYORIA,0,KAROL CARIOLA OLIVA,2019,13
936,9,PPD,NUEVA MAYORIA,0,CRISTINA GIRARDI LAVIN,2019,13
1057,9,RN,CHILE VAMOS,1,ERIKA OLIVERA DE LA FUENTE,2019,13
1027,9,RN,CHILE VAMOS,1,JORGE DURAN ESPINOZA,2019,13
1042,9,EVOPOLI,CHILE VAMOS,1,SEBASTIAN KEITEL BIANCHI,2019,13
1058,9,RD,FRENTE AMPLIO,0,MAITE ORSINI PASCAL,2019,13
1012,9,PC,NUEVA MAYORIA,0,BORIS ANTHONY BARRERA MORENO,2019,13
1058,9,RD,FRENTE AMPLIO,0,MAITE ORSINI PASCAL,2020,13
1057,9,RN,CHILE VAMOS,1,ERIKA OLIVERA DE LA FUENTE,2020,13
1027,9,RN,CHILE VAMOS,1,JORGE DURAN ESPINOZA,2020,13
936,9,PPD,NUEVA MAYORIA,0,CRISTINA GIRARDI LAVIN,2020,13
1042,9,EVOPOLI,CHILE VAMOS,1,SEBASTIAN KEITEL BIANCHI,2020,13
1012,9,PC,NUEVA MAYORIA,0,BORIS ANTHONY BARRERA MORENO,2020,13
973,9,PC,NUEVA MAYORIA,0,KAROL CARIOLA OLIVA,2020,13
936,9,PPD,NUEVA MAYORIA,0,CRISTINA GIRARDI LAVIN,2021,13
1042,9,EVOPOLI,CHILE VAMOS,1,SEBASTIAN KEITEL BIANCHI,2021,13
973,9,PC,NUEVA MAYORIA,0,KAROL CARIOLA OLIVA,2021,13
1012,9,PC,NUEVA MAYORIA,0,BORIS ANTHONY BARRERA MORENO,2021,13
1058,9,RD,FRENTE AMPLIO,0,MAITE ORSINI PASCAL,2021,13
1057,9,RN,CHILE VAMOS,1,ERIKA OLIVERA DE LA FUENTE,2021,13
1027,9,RN,CHILE VAMOS,1,JORGE DURAN ESPINOZA,2021,13
1057,9,DEMOCRATAS,CHILE VAMOS,1,Erika Olivera De La Fuente,2022,13
1129,9,IND,FRENTE AMPLIO,0,Andrés Giordano Salazar,2022,13
1146,9,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,José Carlos Meza Pereira,2022,13
1027,9,RN,CHILE VAMOS,1,Jorge Durán Espinoza,2022,13
1058,9,RD,FRENTE AMPLIO,0,Maite Orsini Pascal,2022,13
1012,9,PC,FRENTE AMPLIO,0,Boris Barrera Moreno,2022,13
973,9,PC,FRENTE AMPLIO,0,Karol Cariola Oliva,2022,13
973,9,PC,FRENTE AMPLIO,0,Karol Cariola Oliva,2023,13
1027,9,RN,CHILE VAMOS,1,Jorge Durán Espinoza,2023,13
1146,9,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,José Carlos Meza Pereira,2023,13
1012,9,PC,FRENTE AMPLIO,0,Boris Barrera Moreno,2023,13
1129,9,IND,FRENTE AMPLIO,0,Andrés Giordano Salazar,2023,13
1057,9,DEMOCRATAS,CHILE VAMOS,1,Erika Olivera De La Fuente,2023,13
1058,9,RD,FRENTE AMPLIO,0,Maite Orsini Pascal,2023,13
1012,9,PC,FRENTE AMPLIO,0,Boris Barrera Moreno,2024,13
1058,9,RD,FRENTE AMPLIO,0,Maite Orsini Pascal,2024,13
1027,9,RN,CHILE VAMOS,1,Jorge Durán Espinoza,2024,13
1146,9,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,José Carlos Meza Pereira,2024,13
1129,9,IND,FRENTE AMPLIO,0,Andrés Giordano Salazar,2024,13
973,9,PC,FRENTE AMPLIO,0,Karol Cariola Oliva,2024,13
1057,9,DEMOCRATAS,CHILE VAMOS,1,Erika Olivera De La Fuente,2024,13
944,10,UDI,CHILE VAMOS,1,ANDREA MOLINA OLIVA,2014,5
1004,10,PS,NUEVA MAYORIA,0,CHRISTIAN ERWIN URIZAR MUÑOZ,2014,5
1004,10,PS,NUEVA MAYORIA,0,CHRISTIAN ERWIN URIZAR MUÑOZ,2015,5
944,10,UDI,CHILE VAMOS,1,ANDREA MOLINA OLIVA,2015,5
944,10,UDI,CHILE VAMOS,1,ANDREA MOLINA OLIVA,2016,5
1004,10,PS,NUEVA MAYORIA,0,CHRISTIAN ERWIN URIZAR MUÑOZ,2016,5
1004,10,PS,NUEVA MAYORIA,0,CHRISTIAN ERWIN URIZAR MUÑOZ,2017,5
944,10,UDI,CHILE VAMOS,1,ANDREA MOLINA OLIVA,2017,5
949,10,RN,CHILE VAMOS,1,MARCELA SABAT FERNANDEZ,2018,13
1079,10,RN,CHILE VAMOS,1,SEBASTIAN TORREALBA ALVARADO,2018,13
981,10,PS,NUEVA MAYORIA,0,MAYA FERNANDEZ ALLENDE,2018,13
1024,10,EVOPOLI,CHILE VAMOS,1,LUCIANO CRUZ-COKE CARVALLO,2018,13
1018,10,RD,FRENTE AMPLIO,0,NATALIA CASTILLO MUÑOZ,2018,13
1086,10,RD,FRENTE AMPLIO,0,GONZALO WINTER ETCHEBERRY,2018,13
987,10,RD,FRENTE AMPLIO,0,GIORGIO JACKSON DRAGO,2018,13
1009,10,UDI,CHILE VAMOS,1,JORGE ALESSANDRI VERGARA,2018,13
1079,10,RN,CHILE VAMOS,1,SEBASTIAN TORREALBA ALVARADO,2019,13
1018,10,RD,FRENTE AMPLIO,0,NATALIA CASTILLO MUÑOZ,2019,13
1086,10,RD,FRENTE AMPLIO,0,GONZALO WINTER ETCHEBERRY,2019,13
987,10,RD,FRENTE AMPLIO,0,GIORGIO JACKSON DRAGO,2019,13
1024,10,EVOPOLI,CHILE VAMOS,1,LUCIANO CRUZ-COKE CARVALLO,2019,13
949,10,RN,CHILE VAMOS,1,MARCELA SABAT FERNANDEZ,2019,13
1009,10,UDI,CHILE VAMOS,1,JORGE ALESSANDRI VERGARA,2019,13
981,10,PS,NUEVA MAYORIA,0,MAYA FERNANDEZ ALLENDE,2019,13
987,10,RD,FRENTE AMPLIO,0,GIORGIO JACKSON DRAGO,2020,13
1018,10,RD,FRENTE AMPLIO,0,NATALIA CASTILLO MUÑOZ,2020,13
949,10,RN,CHILE VAMOS,1,MARCELA SABAT FERNANDEZ,2020,13
981,10,PS,NUEVA MAYORIA,0,MAYA FERNANDEZ ALLENDE,2020,13
1024,10,EVOPOLI,CHILE VAMOS,1,LUCIANO CRUZ-COKE CARVALLO,2020,13
1079,10,RN,CHILE VAMOS,1,SEBASTIAN TORREALBA ALVARADO,2020,13
1086,10,RD,FRENTE AMPLIO,0,GONZALO WINTER ETCHEBERRY,2020,13
1009,10,UDI,CHILE VAMOS,1,JORGE ALESSANDRI VERGARA,2020,13
1018,10,RD,FRENTE AMPLIO,0,NATALIA CASTILLO MUÑOZ,2021,13
1079,10,RN,CHILE VAMOS,1,SEBASTIAN TORREALBA ALVARADO,2021,13
1086,10,RD,FRENTE AMPLIO,0,GONZALO WINTER ETCHEBERRY,2021,13
1024,10,EVOPOLI,CHILE VAMOS,1,LUCIANO CRUZ-COKE CARVALLO,2021,13
1009,10,UDI,CHILE VAMOS,1,JORGE ALESSANDRI VERGARA,2021,13
949,10,RN,CHILE VAMOS,1,MARCELA SABAT FERNANDEZ,2021,13
987,10,RD,FRENTE AMPLIO,0,GIORGIO JACKSON DRAGO,2021,13
981,10,PS,NUEVA MAYORIA,0,MAYA FERNANDEZ ALLENDE,2021,13
1009,10,UDI,CHILE VAMOS,1,Jorge Alessandri Vergara,2022,13
1127,10,CS,FRENTE AMPLIO,0,Lorena Fries Monleón,2022,13
1120,10,IND,CHILE VAMOS,1,María Luisa Cordero Velásquez,2022,13
1171,10,CS,FRENTE AMPLIO,0,Emilia Schneider Videla,2022,13
1135,10,IND,FRENTE SOCIAL CRISTIANO,1,Johannes Kaiser Barents-Von Hohenhagen,2022,13
1086,10,CS,FRENTE AMPLIO,0,Gonzalo Winter Etcheberry,2022,13
1160,10,PC,FRENTE AMPLIO,0,Alejandra Placencia Cabello,2022,13
1147,10,PPD,NUEVA MAYORIA,0,Helia Molina Milman,2022,13
1171,10,CS,FRENTE AMPLIO,0,Emilia Schneider Videla,2023,13
1160,10,PC,FRENTE AMPLIO,0,Alejandra Placencia Cabello,2023,13
1086,10,CS,FRENTE AMPLIO,0,Gonzalo Winter Etcheberry,2023,13
1147,10,PPD,NUEVA MAYORIA,0,Helia Molina Milman,2023,13
1135,10,IND,FRENTE SOCIAL CRISTIANO,1,Johannes Kaiser Barents-Von Hohenhagen,2023,13
1120,10,IND,CHILE VAMOS,1,María Luisa Cordero Velásquez,2023,13
1127,10,CS,FRENTE AMPLIO,0,Lorena Fries Monleón,2023,13
1009,10,UDI,CHILE VAMOS,1,Jorge Alessandri Vergara,2023,13
1171,10,CS,FRENTE AMPLIO,0,Emilia Schneider Videla,2024,13
1120,10,IND,CHILE VAMOS,1,María Luisa Cordero Velásquez,2024,13
1135,10,IND,FRENTE SOCIAL CRISTIANO,1,Johannes Kaiser Barents-Von Hohenhagen,2024,13
1160,10,PC,FRENTE AMPLIO,0,Alejandra Placencia Cabello,2024,13
1086,10,CS,FRENTE AMPLIO,0,Gonzalo Winter Etcheberry,2024,13
1009,10,UDI,CHILE VAMOS,1,Jorge Alessandri Vergara,2024,13
1127,10,CS,FRENTE AMPLIO,0,Lorena Fries Monleón,2024,13
1147,10,PPD,NUEVA MAYORIA,0,Helia Molina Milman,2024,13
876,11,PPD,NUEVA MAYORIA,0,MARCO ANTONIO NUÑEZ LOZANO,2014,5
948,11,RN,CHILE VAMOS,1,GASPAR ALBERTO RIVAS SANCHEZ,2014,5
876,11,PPD,NUEVA MAYORIA,0,MARCO ANTONIO NUÑEZ LOZANO,2015,5
948,11,RN,CHILE VAMOS,1,GASPAR ALBERTO RIVAS SANCHEZ,2015,5
948,11,RN,CHILE VAMOS,1,GASPAR ALBERTO RIVAS SANCHEZ,2016,5
876,11,PPD,NUEVA MAYORIA,0,MARCO ANTONIO NUÑEZ LOZANO,2016,5
876,11,PPD,NUEVA MAYORIA,0,MARCO ANTONIO NUÑEZ LOZANO,2017,5
948,11,RN,CHILE VAMOS,1,GASPAR ALBERTO RIVAS SANCHEZ,2017,5
1047,11,RN,CHILE VAMOS,1,KARIN LUCK URBAN,2018,13
1036,11,PH,PH,0,TOMAS HIRSCH GOLDSCHMIDT,2018,13
984,11,RN,CHILE VAMOS,1,GONZALO FUENZALIDA FIGUEROA,2018,13
1025,11,RN,CHILE VAMOS,1,CATALINA DEL REAL MIHOVILOVIC,2018,13
1081,11,EVOPOLI,CHILE VAMOS,1,FRANCISCO UNDURRAGA GAZITUA,2018,13
1065,11,UDI,CHILE VAMOS,1,GUILLERMO RAMIREZ DIEZ,2018,13
984,11,RN,CHILE VAMOS,1,GONZALO FUENZALIDA FIGUEROA,2019,13
1081,11,EVOPOLI,CHILE VAMOS,1,FRANCISCO UNDURRAGA GAZITUA,2019,13
1036,11,PH,PH,0,TOMAS HIRSCH GOLDSCHMIDT,2019,13
1025,11,RN,CHILE VAMOS,1,CATALINA DEL REAL MIHOVILOVIC,2019,13
